,number,treatment,environment,language,version,display,sonority_avg,place_avg,voice_avg
0,59.0,-C-,V_O,ARG,1.0,ɣ|ɣ̞,1.25,-3.0,0.0
0,59.0,-C-,V_O,BR POR,1.0,ɡ,4.0,-3.0,0.0
0,59.0,-C-,V_O,BAL,1.0,ɡ|ɣ,3.0,-3.0,0.0
0,59.0,-C-,V_O,EU FRA,1.0,∅,0.0,-3.0,255.0
0,59.0,-C-,V_O,EU POR,1.0,ɣ,2.0,-3.0,0.0
0,59.0,-C-,V_E,EU POR,1.0,z (z̪),2.0,1.0833333333333333,0.0
0,59.0,-C-,V_E,GAL,1.0,θ (s),2.0,1.6666666666666667,255.0
0,59.0,-C-,V_E,ITA,1.0,t̠͡ʃ,3.0,-0.5,255.0
0,59.0,-C-,V_E,LAT,1.0,k,4.0,-3.0,255.0
0,59.0,-C-,V_O,LAT,1.0,k,4.0,-3.0,255.0
0,59.0,-C-,V_E,BAL,1.0,∅,0.0,1.1666666666666663,255.0
0,59.0,-C-,V_E,ASL,1.0,θ,2.0,2.0,255.0
0,59.0,-C-,V_E,AMR ESP,1.0,s,2.0,1.0,255.0
0,59.0,-C-,V_E,CAS ESP,1.0,θ,2.0,2.0,255.0
0,59.0,-C-,V_E,BR POR,1.0,z,2.0,1.0,0.0
0,59.0,-C-,V_E,EU FRA,1.0,z̪,2.0,1.3333333333333333,0.0
0,59.0,-C-,V_E,CAT,1.0,∅,0.0,1.1666666666666663,255.0
0,59.0,-C-,V_E,AND ESP,1.0,s̟,2.0,1.6666666666666667,255.0
0,59.0,-C-,V_E,ARG,1.0,θ,2.0,2.0,255.0
0,59.0,-C-,V_O,AMR ESP,1.0,ɣ̞,0.5,-3.0,0.0
0,59.0,-C-,V_O,AND ESP,1.0,ɣ̞,0.5,-3.0,0.0
0,59.0,-C-,V_O,CAS ESP,1.0,ɣ̞,0.5,-3.0,0.0
0,59.0,-C-,V_O,ROM,1.0,k,4.0,-3.0,255.0
0,59.0,-C-,V_E,ROM,1.0,t̠͡ʃ,3.0,-0.5,255.0
0,59.0,-C-,V_E,VAL,1.0,∅,0.0,1.1666666666666663,255.0
0,59.0,-C-,V_O,CAT,1.0,ɣ|ɣ̞,1.25,-3.0,0.0
0,61.0,-C-,V_a,CAT,1.0,ɣ|ɣ̞,1.25,-3.0,0.0
0,61.0,-C-,V_a,BR POR,1.0,ɡ,4.0,-3.0,0.0
0,61.0,-C-,V_a,CAS ESP,1.0,ɣ̞,0.5,-3.0,0.0
0,61.0,-C-,V_a,ITA,1.0,k,4.0,-3.0,255.0
0,61.0,-C-,V_a,GAL,1.0,ɣ̞ (ħ),1.0,-3.6666666666666665,85.0
0,61.0,-C-,V_a,EU POR,1.0,ɣ,2.0,-3.0,0.0
0,61.0,-C-,V_a,VAL,1.0,ɡ|ɣ̞,2.25,-3.0,0.0
0,61.0,-C-,V_a,ROM,1.0,k,4.0,-3.0,255.0
0,61.0,-C-,V_a,QBC FRA,2.0,∅,0.0,-2.5,255.0
0,61.0,-C-,V_a,QBC FRA,1.0,j|,0.1666666666666666,-2.0,127.5
0,61.0,-C-,V_a,LAT,1.0,k,4.0,-3.0,255.0
0,61.0,-C-,V_a,AND ESP,1.0,ɣ̞,0.5,-3.0,0.0
0,61.0,-C-,V_a,EU FRA,1.0,j|,0.1666666666666666,-2.0,127.5
0,61.0,-C-,V_a,EU FRA,2.0,∅,0.0,-2.5,255.0
0,61.0,-C-,V_a,AMR ESP,1.0,ɣ̞,0.5,-3.0,0.0
0,61.0,-C-,V_a,ASL,1.0,ɣ̞,0.5,-3.0,0.0
0,61.0,-C-,V_a,ARG,1.0,ɣ|ɣ̞,1.25,-3.0,0.0
0,61.0,-C-,V_a,BAL,1.0,ɡ|ɣ,3.0,-3.0,0.0
0,62.0,-G-,V_O,ASL,1.0,ɣ̞,0.5,-3.0,0.0
0,62.0,-G-,V_O,AND ESP,1.0,ɣ̞,0.5,-3.0,0.0
0,62.0,-G-,V_O,AMR ESP,1.0,ɣ̞,0.5,-3.0,0.0
0,62.0,-G-,V_O,VAL,1.0,ɡ|ɣ̞,2.25,-3.0,0.0
0,62.0,-G-,V_O,ROM,1.0,ɡ,4.0,-3.0,0.0
0,62.0,-G-,V_O,EU POR,1.0,ɣ,2.0,-3.0,0.0
0,62.0,-G-,V_O,EU FRA,1.0,∅,0.0,-3.0,0.0
0,62.0,-G-,V_O,ARG,1.0,ɣ|ɣ̞,1.25,-3.0,0.0
0,62.0,-G-,V_O,CAT,1.0,ɣ|ɣ̞,1.25,-3.0,0.0
0,62.0,-G-,V_O,GAL,1.0,ɣ̞ (ħ),1.0,-3.6666666666666665,85.0
0,62.0,-G-,V_O,ITA,1.0,ɡ,4.0,-3.0,0.0
0,62.0,-G-,V_O,LAT,1.0,ɡ,4.0,-3.0,0.0
0,62.0,-G-,V_O,QBC FRA,1.0,∅,0.0,-3.0,0.0
0,62.0,-G-,V_O,BAL,1.0,ɡ|ɣ,3.0,-3.0,0.0
0,62.0,-G-,V_O,CAS ESP,1.0,ɣ̞,0.5,-3.0,0.0
0,62.0,-G-,V_O,BR POR,1.0,ɡ,4.0,-3.0,0.0
0,63.0,-G-,V_a,AMR ESP,1.0,ɣ̞,0.5,-3.0,0.0
0,63.0,-G-,V_a,EU FRA,1.0,|v,1.0,-0.25,127.5
0,63.0,-G-,V_a,EU POR,1.0,ɣ,2.0,-3.0,0.0
0,63.0,-G-,V_a,VAL,1.0,ɡ|ɣ̞,2.25,-3.0,0.0
0,63.0,-G-,V_a,ROM,1.0,ɡ,4.0,-3.0,0.0
0,63.0,-G-,V_a,QBC FRA,1.0,|v,1.0,-0.25,127.5
0,63.0,-G-,V_a,LAT,1.0,ɡ,4.0,-3.0,0.0
0,63.0,-G-,V_a,ITA,1.0,ɡ,4.0,-3.0,0.0
0,63.0,-G-,V_a,GAL,1.0,ɣ̞ (ħ),1.0,-3.6666666666666665,85.0
0,63.0,-G-,V_a,BR POR,1.0,ɡ,4.0,-3.0,0.0
0,63.0,-G-,V_a,ARG,1.0,ɣ|ɣ̞,1.25,-3.0,0.0
0,63.0,-G-,V_a,ASL,1.0,ɣ̞,0.5,-3.0,0.0
0,63.0,-G-,V_a,BAL,1.0,ɡ|ɣ,3.0,-3.0,0.0
0,63.0,-G-,V_a,AND ESP,1.0,ɣ̞,0.5,-3.0,0.0
0,63.0,-G-,V_a,CAT,1.0,ɣ|ɣ̞,1.25,-3.0,0.0
0,63.0,-G-,V_a,CAS ESP,1.0,ɣ̞,0.5,-3.0,0.0
0,64.0,-G-,V_E,ARO,1.0,j|,0.1666666666666666,-2.0,127.5
0,64.0,-G-,V_E,CAT,1.0,j|,0.1666666666666666,-2.0,127.5
0,64.0,-G-,V_E,CAM,2.0,dd͡z|d̠d̠͡ʒ,3.75,0.25,0.0
0,64.0,-G-,V_E,ARG,1.0,ʝ,2.0,-2.0,0.0
0,64.0,-G-,V_E,ARG,2.0,j|,0.1666666666666666,-2.0,127.5
0,64.0,-G-,V_E,ROM,2.0,d̠͡ʒ,3.0,-0.5,0.0
0,64.0,-G-,V_E,SCN,2.0,d̠d̠͡ʒ,3.75,-0.5,0.0
0,64.0,-G-,V_E,SCN,1.0,j|,0.1666666666666666,-2.0,127.5
0,64.0,-G-,V_E,AMR ESP,1.0,j|,0.1666666666666666,-2.0,127.5
0,64.0,-G-,V_E,ABR,2.0,dd͡z|d̠d̠͡ʒ,3.75,0.25,0.0
0,64.0,-G-,V_E,ABR,1.0,j|,0.1666666666666666,-2.0,127.5
0,64.0,-G-,V_E,CAM,1.0,j|,0.1666666666666666,-2.0,127.5
0,64.0,-G-,V_E,BR POR,2.0,ʒ,2.0,-0.5,0.0
0,64.0,-G-,V_E,BR POR,1.0,j|,0.1666666666666666,-2.0,127.5
0,64.0,-G-,V_E,BAL,2.0,ʒ,2.0,-0.5,0.0
0,64.0,-G-,V_E,BAL,1.0,j|,0.1666666666666666,-2.0,127.5
0,64.0,-G-,V_E,CAS ESP,1.0,j|,0.1666666666666666,-2.0,127.5
0,64.0,-G-,V_E,VEN,1.0,j|,0.1666666666666666,-2.0,127.5
0,64.0,-G-,V_E,OCC,1.0,j|,0.1666666666666666,-2.0,127.5
0,64.0,-G-,V_E,WAL,1.0,j|,0.1666666666666666,-2.0,127.5
0,64.0,-G-,V_E,OCC,2.0,d̠͡ʒ,3.0,-0.5,0.0
0,64.0,-G-,V_E,PGL,1.0,j|,0.1666666666666666,-2.0,127.5
0,64.0,-G-,V_E,GAS OCC,2.0,ʒ,2.0,-0.5,0.0
0,64.0,-G-,V_E,LIG,2.0,z (d͡z),2.333333333333333,1.0,0.0
0,64.0,-G-,V_E,LIG,1.0,j|,0.1666666666666666,-2.0,127.5
0,64.0,-G-,V_E,EU POR,1.0,j|,0.1666666666666666,-2.0,127.5
0,64.0,-G-,V_E,LOG SRD,1.0,j|,0.1666666666666666,-2.0,127.5
0,64.0,-G-,V_E,LMO,1.0,j|,0.1666666666666666,-2.0,127.5
0,64.0,-G-,V_E,LMO,2.0,d̠͡ʒ|z,2.5,0.25,0.0
0,64.0,-G-,V_E,EU POR,2.0,ʒ,2.0,-0.5,0.0
0,64.0,-G-,V_E,QBC FRA,1.0,j|,0.1666666666666666,-2.0,127.5
0,64.0,-G-,V_E,PGL,2.0,dd͡z,3.75,1.0,0.0
0,64.0,-G-,V_E,FUR,1.0,j|,0.1666666666666666,-2.0,127.5
0,64.0,-G-,V_E,LAT,1.0,ɡ,4.0,-3.0,0.0
0,64.0,-G-,V_E,VAL,1.0,j|,0.1666666666666666,-2.0,127.5
0,64.0,-G-,V_E,VAL,2.0,d̠͡ʒ,3.0,-0.5,0.0
0,64.0,-G-,V_E,RMH,1.0,j|,0.1666666666666666,-2.0,127.5
0,64.0,-G-,V_E,RMH,2.0,ɟ|d̠͡ʒ,3.5,-1.25,0.0
0,64.0,-G-,V_E,ROM,1.0,j|,0.1666666666666666,-2.0,127.5
0,64.0,-G-,V_E,ITA,1.0,j|,0.1666666666666666,-2.0,127.5
0,64.0,-G-,V_E,ITA,2.0,d̠d̠͡ʒ,3.75,-0.5,0.0
0,64.0,-G-,V_E,VEN,2.0,z̠|ð,2.0,1.25,255.0
0,64.0,-G-,V_E,CAT,2.0,ʒ,2.0,-0.5,0.0
0,64.0,-G-,V_E,COR,1.0,j|,0.1666666666666666,-2.0,127.5
0,64.0,-G-,V_E,COR,2.0,ɟ,4.0,-2.0,0.0
0,64.0,-G-,V_E,CPN SRD,1.0,j|,0.1666666666666666,-2.0,127.5
0,64.0,-G-,V_E,EU FRA,1.0,j|,0.1666666666666666,-2.0,127.5
0,64.0,-G-,V_E,ARO,2.0,d͡z̪,3.0,1.3333333333333333,0.0
0,64.0,-G-,V_E,AND ESP,1.0,j|,0.1666666666666666,-2.0,127.5
0,64.0,-G-,V_E,ASL,2.0,j|,0.1666666666666666,-2.0,127.5
0,64.0,-G-,V_E,FUR,2.0,ɟ|d̠͡ʒ,3.5,-1.25,0.0
0,64.0,-G-,V_E,GAL,1.0,ʃ,2.0,-0.5,255.0
0,64.0,-G-,V_E,GAL,2.0,j|,0.1666666666666666,-2.0,127.5
0,64.0,-G-,V_E,GAS OCC,1.0,j|,0.1666666666666666,-2.0,127.5
0,64.0,-G-,V_E,ASL,1.0,ʃ,2.0,-0.5,255.0
0,64.0,-G-,V_E,ARP,1.0,j|,0.1666666666666666,-2.0,127.5
0,65.0,-M-,V_V,EU FRA,1.0,m,1.5,3.0,0.0
0,65.0,-M-,V_V,ARP,1.0,m,1.5,3.0,0.0
0,65.0,-M-,V_V,LMO,1.0,m,1.5,3.0,0.0
0,65.0,-M-,V_V,LOG SRD,1.0,m,1.5,3.0,0.0
0,65.0,-M-,V_V,BR POR,1.0,m,1.5,3.0,0.0
0,65.0,-M-,V_V,AMR ESP,1.0,m,1.5,3.0,0.0
0,65.0,-M-,V_V,AND ESP,1.0,m,1.5,3.0,0.0
0,65.0,-M-,V_V,EU POR,1.0,m,1.5,3.0,0.0
0,65.0,-M-,V_V,ABR,1.0,m,1.5,3.0,0.0
0,65.0,-M-,V_V,COR,1.0,m,1.5,3.0,0.0
0,65.0,-M-,V_V,CAT,1.0,m,1.5,3.0,0.0
0,65.0,-M-,V_V,CAS ESP,1.0,m,1.5,3.0,0.0
0,65.0,-M-,V_V,GAL,1.0,m,1.5,3.0,0.0
0,65.0,-M-,V_V,LIG,1.0,m,1.5,3.0,0.0
0,65.0,-M-,V_V,VAL,1.0,m,1.5,3.0,0.0
0,65.0,-M-,V_V,VEN,1.0,m,1.5,3.0,0.0
0,65.0,-M-,V_V,FUR,1.0,m,1.5,3.0,0.0
0,65.0,-M-,V_V,LAT,1.0,m,1.5,3.0,0.0
0,65.0,-M-,V_V,ITA,1.0,m,1.5,3.0,0.0
0,65.0,-M-,V_V,GAS OCC,1.0,m,1.5,3.0,0.0
0,65.0,-M-,V_V,ROM,1.0,m,1.5,3.0,0.0
0,65.0,-M-,V_V,RMH,1.0,m,1.5,3.0,0.0
0,65.0,-M-,V_V,WAL,1.0,m,1.5,3.0,0.0
0,65.0,-M-,V_V,ARG,1.0,m,1.5,3.0,0.0
0,65.0,-M-,V_V,ARO,1.0,m,1.5,3.0,0.0
0,65.0,-M-,V_V,ASL,1.0,m,1.5,3.0,0.0
0,65.0,-M-,V_V,BAL,1.0,m,1.5,3.0,0.0
0,65.0,-M-,V_V,SCN,1.0,m,1.5,3.0,0.0
0,65.0,-M-,V_V,CAM,1.0,m,1.5,3.0,0.0
0,65.0,-M-,V_V,CPN SRD,1.0,m,1.5,3.0,0.0
0,65.0,-M-,V_V,PGL,1.0,m,1.5,3.0,0.0
0,65.0,-M-,V_V,QBC FRA,1.0,m,1.5,3.0,0.0
0,65.0,-M-,V_V,OCC,1.0,m,1.5,3.0,0.0
0,66.0,-N-,V_V,OCC,1.0,n,1.5,0.75,0.0
0,66.0,-N-,V_V,ARG,1.0,n,1.5,0.75,0.0
0,66.0,-N-,V_V,AND ESP,1.0,n,1.5,0.75,0.0
0,66.0,-N-,V_V,PGL,1.0,n,1.5,0.75,0.0
0,66.0,-N-,V_V,ARO,1.0,n̪,1.5,1.67,0.0
0,66.0,-N-,V_V,CAT,1.0,n,1.5,0.75,0.0
0,66.0,-N-,V_V,ASL,1.0,n,1.5,0.75,0.0
0,66.0,-N-,V_V,ARP,1.0,n,1.5,0.75,0.0
0,66.0,-N-,V_V,COR,1.0,n,1.5,0.75,0.0
0,66.0,-N-,V_V,CAS ESP,1.0,n,1.5,0.75,0.0
0,66.0,-N-,V_V,ITA,1.0,n,1.5,0.75,0.0
0,66.0,-N-,V_V,GAS OCC,1.0,n,1.5,0.75,0.0
0,66.0,-N-,V_V,AMR ESP,1.0,n,1.5,0.75,0.0
0,66.0,-N-,V_V,ABR,1.0,n,1.5,0.75,0.0
0,66.0,-N-,V_V,EU FRA,1.0,n̪,1.5,1.67,0.0
0,66.0,-N-,V_V,CPN SRD,1.0,n,1.5,0.75,0.0
0,66.0,-N-,V_V,LMO,1.0,n,1.5,0.75,0.0
0,66.0,-N-,V_V,BAL,1.0,n,1.5,0.75,0.0
0,66.0,-N-,V_V,BR POR,1.0,◌̃,0.75,0.75,0.0
0,66.0,-N-,V_V,CAM,1.0,n,1.5,0.75,0.0
0,66.0,-N-,V_V,QBC FRA,1.0,n̪,1.5,1.67,0.0
0,66.0,-N-,V_V,RMH,1.0,n,1.5,0.75,0.0
0,66.0,-N-,V_V,LAT,1.0,n,1.5,0.75,0.0
0,66.0,-N-,V_V,LIG,1.0,n,1.5,0.75,0.0
0,66.0,-N-,V_V,ROM,1.0,n̪,1.5,1.67,0.0
0,66.0,-N-,V_V,ROM,2.0,ɾ̪,0.875,1.6666666666666667,0.0
0,66.0,-N-,V_V,WAL,1.0,n̪,1.5,1.67,0.0
0,66.0,-N-,V_V,VEN,1.0,n,1.5,0.75,0.0
0,66.0,-N-,V_V,GAL,1.0,∅,0.0,0.75,0.0
0,66.0,-N-,V_V,FUR,1.0,n,1.5,0.75,0.0
0,66.0,-N-,V_V,EU POR,1.0,◌̃,0.75,0.75,0.0
0,66.0,-N-,V_V,SCN,1.0,n,1.5,0.75,0.0
0,66.0,-N-,V_V,VAL,1.0,n,1.5,0.75,0.0
0,66.0,-N-,V_V,LOG SRD,1.0,n,1.5,0.75,0.0
0,67.0,-F-,V_V,CAS ESP,1.0,β̞|,0.25,3.0,0.0
0,67.0,-F-,V_V,CAT,1.0,β|β̞,1.25,3.0,0.0
0,67.0,-F-,V_V,LAT,1.0,ɸ|f,2.0,2.75,255.0
0,67.0,-F-,V_V,AND ESP,1.0,β̞|,0.25,3.0,0.0
0,67.0,-F-,V_V,BR POR,1.0,v,2.0,2.5,0.0
0,67.0,-F-,V_V,ROM,1.0,f,2.0,2.5,255.0
0,67.0,-F-,V_V,BAL,1.0,v,2.0,2.5,0.0
0,67.0,-F-,V_V,ITA,1.0,f,2.0,2.5,255.0
0,67.0,-F-,V_V,GAL,1.0,β̞,0.5,3.0,0.0
0,67.0,-F-,V_V,EU POR,1.0,v,2.0,2.5,0.0
0,67.0,-F-,V_V,ARG,1.0,β̞,0.5,3.0,0.0
0,67.0,-F-,V_V,ASL,1.0,β̞,0.5,3.0,0.0
0,67.0,-F-,V_V,VAL,1.0,v|β̞,1.25,2.75,0.0
0,67.0,-F-,V_V,AMR ESP,1.0,β̞|,0.25,3.0,0.0
0,68.0,-V-,V_V,GAL,1.0,β̞,0.5,3.0,0.0
0,68.0,-V-,V_V,ITA,1.0,v,2.0,2.5,0.0
0,68.0,-V-,V_V,LAT,1.0,w,0.3333333333333333,0.0,0.0
0,68.0,-V-,V_V,EU POR,1.0,v (β),2.0,2.625,0.0
0,68.0,-V-,V_V,BR POR,1.0,v,2.0,2.5,0.0
0,68.0,-V-,V_V,BAL,1.0,v,2.0,2.5,0.0
0,68.0,-V-,V_V,ASL,1.0,β̞,0.5,3.0,0.0
0,68.0,-V-,V_V,ARG,1.0,β̞,0.5,3.0,0.0
0,68.0,-V-,V_V,QBC FRA,1.0,v,2.0,2.5,0.0
0,68.0,-V-,V_V,CAS ESP,1.0,β̞,0.5,3.0,0.0
0,68.0,-V-,V_V,ROM,1.0,w|,0.1666666666666666,0.0,0.0
0,68.0,-V-,V_V,VAL,1.0,v|β̞,1.25,2.75,0.0
0,68.0,-V-,V_V,AND ESP,1.0,β̞,0.5,3.0,0.0
0,68.0,-V-,V_V,AMR ESP,1.0,β̞,0.5,3.0,0.0
0,68.0,-V-,V_V,CAT,1.0,β|β̞,1.25,3.0,0.0
0,68.0,-V-,V_V,EU FRA,1.0,v,2.0,2.5,0.0
0,69.0,-S-,V_E,GAS OCC,1.0,z̠,2.0,0.5,0.0
0,69.0,-S-,V_E,ITA,1.0,z|s,2.0,1.0,127.5
0,69.0,-S-,V_E,LAT,1.0,s̠,2.0,0.5,255.0
0,69.0,-S-,V_E,QBC FRA,1.0,z̪,2.0,1.3333333333333333,0.0
0,69.0,-S-,V_E,ROM,1.0,ʃ,2.0,-0.5,255.0
0,69.0,-S-,V_E,AMR ESP,1.0,s,2.0,1.0,255.0
0,69.0,-S-,V_E,AND ESP,1.0,s̟,2.0,1.6666666666666667,255.0
0,69.0,-S-,V_E,ARG,1.0,s̠,2.0,0.5,255.0
0,69.0,-S-,V_E,ASL,1.0,s̠,2.0,0.5,255.0
0,69.0,-S-,V_E,BAL,1.0,z̠,2.0,0.5,0.0
0,69.0,-S-,V_E,BR POR,1.0,z,2.0,1.0,0.0
0,69.0,-S-,V_E,CAS ESP,1.0,s̠,2.0,0.5,255.0
0,69.0,-S-,V_E,CAT,1.0,z̠,2.0,0.5,0.0
0,69.0,-S-,V_E,EU FRA,1.0,z̪,2.0,1.3333333333333333,0.0
0,69.0,-S-,V_E,EU POR,1.0,z (z̠),2.0,0.875,0.0
0,69.0,-S-,V_E,GAL,1.0,s̠,2.0,0.625,255.0
0,69.0,-S-,V_E,OCC,1.0,z̠,2.0,0.5,0.0
0,69.0,-S-,V_E,VAL,1.0,z̠,2.0,0.5,0.0
0,70.0,-S-,"V_{a,O}",GAL,1.0,s̠,2.0,0.625,255.0
0,70.0,-S-,"V_{a,O}",BR POR,1.0,z,2.0,1.0,0.0
0,70.0,-S-,"V_{a,O}",CAT,1.0,z̠,2.0,0.5,0.0
0,70.0,-S-,"V_{a,O}",ITA,1.0,z|s,2.0,1.0,127.5
0,70.0,-S-,"V_{a,O}",ASL,1.0,s̠,2.0,0.5,255.0
0,70.0,-S-,"V_{a,O}",LAT,1.0,s̠,2.0,0.5,255.0
0,70.0,-S-,"V_{a,O}",CAS ESP,1.0,s̠,2.0,0.5,255.0
0,70.0,-S-,"V_{a,O}",GAS OCC,1.0,z̠,2.0,0.5,0.0
0,70.0,-S-,"V_{a,O}",BAL,1.0,z̠,2.0,0.5,0.0
0,70.0,-S-,"V_{a,O}",EU FRA,1.0,z̪,2.0,1.3333333333333333,0.0
0,70.0,-S-,"V_{a,O}",QBC FRA,1.0,z̪,2.0,1.3333333333333333,0.0
0,70.0,-S-,"V_{a,O}",AMR ESP,1.0,s,2.0,1.0,255.0
0,70.0,-S-,"V_{a,O}",OCC,1.0,z̠,2.0,0.5,0.0
0,70.0,-S-,"V_{a,O}",ARG,1.0,s̠,2.0,0.5,255.0
0,70.0,-S-,"V_{a,O}",AND ESP,1.0,s̟,2.0,1.6666666666666667,255.0
0,70.0,-S-,"V_{a,O}",ROM,1.0,s̪,2.0,1.3333333333333333,255.0
0,70.0,-S-,"V_{a,O}",EU POR,1.0,z (z̠),2.0,0.875,0.0
0,70.0,-S-,"V_{a,O}",VAL,1.0,z̠,2.0,0.5,0.0
0,71.0,-R-,V_V,OCC,1.0,ɾ,0.875,0.75,0.0
0,71.0,-R-,V_V,LOG SRD,1.0,ɾ,0.875,0.75,0.0
0,71.0,-R-,V_V,BAL,1.0,ɾ,0.875,0.75,0.0
0,71.0,-R-,V_V,ROM,1.0,ɾ̪,0.875,1.6666666666666667,0.0
0,71.0,-R-,V_V,AMR ESP,1.0,ɾ,0.875,0.75,0.0
0,71.0,-R-,V_V,VAL,1.0,ɾ,0.875,0.75,0.0
0,71.0,-R-,V_V,ROM,2.0,n,1.5,1.67,0.0
0,71.0,-R-,V_V,EU FRA,1.0,ʁ (ʀ),1.75,-4.0,0.0
0,71.0,-R-,V_V,CAT,1.0,ɾ,0.875,0.75,0.0
0,71.0,-R-,V_V,CAS ESP,1.0,ɾ,0.875,0.75,0.0
0,71.0,-R-,V_V,LIG,1.0,j|,0.1666666666666666,-2.0,127.5
0,71.0,-R-,V_V,LAT,1.0,r,1.25,0.75,0.0
0,71.0,-R-,V_V,ARP,1.0,rː  (ʀ),1.4583333333333333,-0.8333333333333334,0.0
0,71.0,-R-,V_V,ABR,1.0,ɾ,0.875,0.75,0.0
0,71.0,-R-,V_V,BR POR,1.0,ɾ,0.875,0.75,0.0
0,71.0,-R-,V_V,CAM,1.0,ɾ,0.875,0.75,0.0
0,71.0,-R-,V_V,ARG,1.0,ɾ,0.875,0.75,0.0
0,71.0,-R-,V_V,ARO,1.0,ɾ̪,0.875,1.6666666666666667,0.0
0,71.0,-R-,V_V,AND ESP,1.0,ɾ,0.875,0.75,0.0
0,71.0,-R-,V_V,ASL,1.0,ɾ,0.875,0.75,0.0
0,71.0,-R-,V_V,ITA,1.0,ɾ,0.875,0.75,0.0
0,71.0,-R-,V_V,GAS OCC,1.0,ɾ,0.875,0.75,0.0
0,71.0,-R-,V_V,CPN SRD,1.0,ɾ,0.875,0.75,0.0
0,71.0,-R-,V_V,QBC FRA,1.0,ʁ (ʀ),1.75,-4.0,0.0
0,71.0,-R-,V_V,PGL,1.0,ɾ,0.875,0.75,0.0
0,71.0,-R-,V_V,VEN,1.0,ɾ,0.875,0.75,0.0
0,71.0,-R-,V_V,GAL,1.0,ɾ,0.875,0.75,0.0
0,71.0,-R-,V_V,EU POR,1.0,ɾ,0.875,0.75,0.0
0,71.0,-R-,V_V,SCN,1.0,ɾ,0.875,0.75,0.0
0,71.0,-R-,V_V,WAL,1.0,ʀ,1.25,-4.0,0.0
0,72.0,-L-,V_V,SCN,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,FUR,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,VAL,1.0,ɫ,0.75,-1.625,0.0
0,72.0,-L-,V_V,OCC,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,AND ESP,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,LOG SRD,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,ARO,1.0,ɾ̪,0.875,1.6666666666666667,0.0
0,72.0,-L-,V_V,ARP,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,ASL,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,BAL,1.0,ʟ,0.75,-3.0,0.0
0,72.0,-L-,V_V,CAT,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,CAS ESP,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,CPN SRD,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,ARG,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,LAT,1.0,ɫ̪,0.75,-1.1666666666666667,0.0
0,72.0,-L-,V_V,LAT,2.0,l̪ʲ,0.75,-0.1666666666666666,0.0
0,72.0,-L-,V_V,EU FRA,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,EU POR,1.0,∅,0.0,0.75,255.0
0,72.0,-L-,V_V,ABR,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,AMR ESP,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,GAS OCC,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,ITA,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,BR POR,1.0,∅,0.0,0.75,255.0
0,72.0,-L-,V_V,CAM,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,LIG,1.0,j|,0.1666666666666666,-2.0,127.5
0,72.0,-L-,V_V,LMO,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,PGL,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,QBC FRA,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,RMH,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,COR,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,WAL,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,VEN,1.0,l|ɰ,0.5416666666666666,-1.125,0.0
0,72.0,-L-,V_V,GAL,1.0,∅,0.0,0.75,255.0
0,72.0,-L-,V_V,ROM,1.0,ɾ̪,0.875,1.6666666666666667,0.0
0,73.0,-J-,Vˈ_V,ITA,2.0,d̠͡ʒ,3.0,-0.5,0.0
0,73.0,-J-,Vˈ_V,EU POR,1.0,j|,0.1666666666666666,-2.0,127.5
0,73.0,-J-,Vˈ_V,ROM,1.0,∅,0.0,-2.0,0.0
0,73.0,-J-,Vˈ_V,CAT,2.0,ʒ,2.0,-0.5,0.0
0,73.0,-J-,Vˈ_V,GAS OCC,1.0,j,0.3333333333333333,-2.0,0.0
0,73.0,-J-,Vˈ_V,GAS OCC,2.0,ʒ,2.0,-0.5,0.0
0,73.0,-J-,Vˈ_V,ARP,1.0,j|,0.1666666666666666,-2.0,127.5
0,73.0,-J-,Vˈ_V,ASL,1.0,ʝ|ʃ,2.0,-1.25,127.5
0,73.0,-J-,Vˈ_V,LAT,1.0,jj,0.4166666666666666,-2.0,0.0
0,73.0,-J-,Vˈ_V,EU POR,2.0,ʒ,2.0,-0.5,0.0
0,73.0,-J-,Vˈ_V,ROM,2.0,ʒ,2.0,-0.5,0.0
